playerID,year,stint,tmID,TotalGP,Points,TotalMinutes,TotaloRebounds,TotaldRebounds,TotalRebounds,TotalAssists,TotalSteals,TotalBlocks,TotalTurnovers,TotalPF,TotalfgAttempted,TotalfgMade,TotalftAttempted,TotalftMade,TotalthreeAttempted,TotalthreeMade,TotalGS,TotalDQ
smithka01w,1,0,MIN,32,646,1193,28,65,93,90,44,7,76,71,482,203,175,152,232,88,32,0
smithka01w,2,0,MIN,32,739,1234,40,82,122,70,23,5,87,94,519,204,275,246,240,85,32,0
smithka01w,3,0,MIN,31,512,1138,24,68,92,79,32,7,70,87,401,162,153,126,188,62,31,2
smithka01w,4,0,MIN,37,672,1305,43,108,151,93,26,6,75,123,497,226,155,137,214,83,37,2
smithka01w,5,0,MIN,23,432,800,17,67,84,52,23,6,51,63,318,137,109,98,139,60,23,1
smithka01w,6,2,DET,15,145,461,13,21,34,27,7,3,19,32,133,47,39,31,65,20,11,0
smithka01w,6,1,MIN,23,306,766,12,43,55,61,25,2,54,46,261,100,90,71,104,35,23,0
smithka01w,7,0,DET,44,545,1508,26,91,117,152,30,4,89,107,419,174,136,118,211,79,44,0
smithka01w,8,0,DET,45,584,1559,25,138,163,164,50,5,84,113,487,173,182,152,269,86,45,1
smithka01w,9,0,DET,43,638,1461,14,116,130,159,36,4,96,91,527,205,157,135,259,93,43,0
smithka01w,10,0,DET,27,369,894,13,50,63,76,21,2,62,69,294,128,61,56,132,57,27,2
smithki01w,7,0,SAC,36,78,324,11,30,41,20,9,0,24,33,86,29,11,6,34,14,0,0
smithki01w,8,0,SAC,3,0,6,0,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0
smithki01w,9,0,SAC,21,33,143,5,9,14,5,7,2,9,22,47,12,12,8,12,1,0,0
smithla01w,1,0,ORL,4,5,13,1,1,2,1,2,0,2,2,3,2,1,1,1,0,0,0
smithta01w,1,0,SAC,34,409,984,61,125,186,44,32,65,62,112,393,185,50,39,0,0,34,1
smithta01w,2,0,SAC,37,413,1076,56,147,203,49,39,60,70,122,412,171,96,71,2,0,37,2
smithta01w,3,0,SAC,32,469,1063,56,132,188,40,27,46,59,126,435,184,101,86,42,15,32,4
smithta01w,4,0,SAC,40,507,1162,70,163,233,63,48,35,67,120,500,217,78,55,64,18,40,2
smithta01w,5,0,SAC,40,475,1093,57,112,169,58,47,37,64,103,487,203,78,62,38,7,39,0
smithta01w,6,0,CHA,31,421,1063,45,117,162,41,51,32,84,105,405,169,104,83,7,0,31,1
smithta01w,7,0,CHA,34,445,972,48,132,180,50,41,29,70,100,423,178,78,58,85,31,34,1
smithta01w,8,0,PHO,43,533,1358,70,220,290,59,49,72,69,133,490,202,119,94,92,35,43,1
smithta01w,9,0,PHO,25,277,722,50,126,176,28,28,29,41,98,266,111,45,39,46,16,25,3
smithta01w,10,0,PHO,45,445,1210,49,198,247,36,49,66,44,145,380,177,35,29,131,62,45,4
smithty01w,8,0,DET,2,1,7,1,1,2,0,1,0,0,0,2,0,2,1,0,0,0,0
smithwa01w,9,0,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
snellbe01w,6,0,PHO,20,65,226,19,17,36,18,7,1,11,31,55,19,18,16,37,11,0,0
snellbe01w,7,0,PHO,30,100,250,11,28,39,19,15,3,17,28,90,35,10,10,63,20,0,0
snellbe01w,8,0,PHO,38,120,395,18,37,55,51,21,4,20,40,129,41,13,8,97,30,2,0
snellbe01w,10,0,SAS,31,187,560,21,51,72,38,27,3,29,50,184,61,29,23,139,42,6,0
snowmi01w,3,0,HOU,35,144,559,37,103,140,17,12,28,27,68,114,51,65,41,3,1,2,0
snowmi01w,4,0,HOU,37,339,1114,88,204,292,47,39,66,73,130,278,136,93,67,1,0,37,2
snowmi01w,5,0,HOU,31,276,893,62,177,239,31,28,35,71,89,229,104,113,68,0,0,31,0
snowmi01w,6,0,HOU,38,448,1118,69,183,252,44,25,41,81,135,310,170,153,108,0,0,38,4
snowmi01w,7,0,HOU,36,473,1052,81,200,281,51,35,44,90,130,366,188,141,97,0,0,36,3
snowmi01w,8,0,HOU,34,366,892,78,152,230,47,18,35,91,107,284,140,112,86,0,0,34,1
snowmi01w,9,0,HOU,34,336,856,75,155,230,43,18,31,64,111,238,126,119,83,2,1,34,3
snowmi01w,10,0,ATL,36,194,536,43,110,153,18,15,19,41,76,150,70,72,54,2,0,2,0
spencsi01w,8,0,LAS,34,327,828,48,90,138,42,27,11,35,86,300,118,42,37,123,54,22,0
spencsi01w,9,0,LAS,38,181,499,32,39,71,19,14,5,26,53,167,66,19,18,84,31,2,0
spencsi01w,10,0,NYL,33,99,340,7,31,38,15,6,1,9,24,88,34,9,9,57,22,0,0
spornra01w,2,0,DET,23,41,265,21,31,52,11,7,4,13,16,47,19,9,3,0,0,1,0
stafftr01w,2,0,HOU,32,117,381,39,49,88,17,14,4,26,45,111,40,56,37,1,0,4,0
stafftr01w,3,0,MIA,6,8,38,3,3,6,2,1,0,6,5,6,1,8,6,0,0,0,0
staleda01w,1,0,CHA,32,282,1099,21,56,77,190,37,1,91,80,253,94,74,65,88,29,32,1
staleda01w,2,0,CHA,40,392,1453,14,75,89,214,61,3,134,73,358,139,78,68,115,46,40,0
staleda01w,3,0,CHA,34,295,1139,10,51,61,174,51,0,84,69,252,90,107,80,93,35,34,0
staleda01w,4,0,CHA,36,287,1144,15,48,63,181,53,4,82,82,233,96,78,63,80,32,36,0
staleda01w,5,0,CHA,34,302,1143,12,46,58,171,43,2,74,83,246,106,87,66,59,24,34,0
staleda01w,6,1,CHA,23,146,684,7,46,53,121,30,0,42,47,131,53,30,23,42,17,23,0
staleda01w,6,2,HOU,15,54,346,2,19,21,42,15,1,19,32,41,16,17,15,22,7,3,1
staleda01w,7,0,HOU,36,253,1058,15,65,80,135,35,5,80,51,207,85,36,29,127,54,36,0
stansti01w,7,0,LAS,6,6,30,6,2,8,3,1,3,2,5,8,3,0,0,0,0,0,0
stansti01w,8,0,MIN,30,130,437,50,80,130,15,13,11,29,78,120,55,39,20,0,0,14,0
starbka01w,1,0,UTA,29,117,340,12,21,33,30,13,11,29,32,109,39,42,34,23,5,0,0
starbka01w,2,0,UTA,24,109,312,13,17,30,21,8,1,15,30,111,41,27,22,24,5,7,0
starbka01w,3,2,SEA,11,58,209,4,18,22,13,7,5,15,21,46,21,11,10,12,6,0,0
starbka01w,3,1,UTA,15,26,88,0,7,7,7,9,4,2,16,25,10,7,4,8,2,0,0
starbka01w,5,0,IND,12,20,117,6,3,9,11,6,0,9,7,23,6,6,5,10,3,0,0
stedika01w,1,0,SAC,31,91,319,12,28,40,15,11,10,19,22,97,36,7,2,55,17,0,0
stedika01w,2,0,SEA,26,102,393,9,26,35,24,16,9,22,23,94,35,20,16,35,16,17,1
stepama01w,1,0,PHO,15,57,170,15,33,48,8,4,9,22,42,54,24,15,9,0,0,1,1
stepama01w,2,0,PHO,32,334,815,66,135,201,41,43,64,50,110,282,143,78,48,2,0,31,3
stepama01w,6,0,PHO,15,162,409,29,51,80,23,20,38,22,33,144,68,40,26,0,0,14,0
stephst01w,5,0,DET,7,4,36,2,7,9,3,0,0,2,7,6,2,2,0,0,0,1,0
stevema01w,5,0,SAS,29,38,259,11,24,35,5,6,4,11,32,45,15,8,7,1,1,0,0
stevema01w,6,0,SEA,4,6,53,2,4,6,1,2,0,4,3,12,3,0,0,1,0,1,0
stevema01w,7,0,PHO,2,3,18,1,1,2,0,1,1,2,3,5,1,0,0,1,1,0,0
stileja01w,2,0,POR,32,478,1023,24,53,77,55,24,3,68,75,385,156,149,116,116,50,32,0
stileja01w,3,0,POR,21,125,382,7,11,18,20,4,0,21,38,135,43,30,24,44,15,3,0
stinsan01w,1,0,CHA,32,565,1123,35,101,136,121,55,23,86,77,463,214,134,99,106,38,32,0
stinsan01w,2,0,CHA,40,546,1284,51,135,186,114,56,21,88,77,465,216,100,80,78,34,40,0
stinsan01w,3,0,CHA,34,441,1015,44,144,188,100,44,9,56,60,374,171,95,66,77,33,34,0
stinsan01w,4,0,CHA,36,413,1064,32,117,149,104,50,5,79,74,349,159,88,69,82,26,36,0
stinsan01w,5,0,CHA,34,203,777,25,94,119,49,27,7,41,60,191,79,44,34,37,11,34,1
stinsan01w,6,0,DET,18,22,102,6,6,12,13,3,0,4,6,23,8,6,4,10,2,1,0
stiresh01w,1,0,MIN,21,35,117,6,8,14,7,6,0,14,22,29,13,6,4,10,5,0,0
stiresh01w,2,0,MIN,18,51,201,10,17,27,14,8,4,19,26,53,20,7,5,25,6,5,0
stiresh01w,3,0,MIN,9,6,22,4,2,6,1,0,1,2,3,4,2,2,1,2,1,0,0
stockta01w,2,0,WAS,3,3,11,0,2,2,0,0,0,0,3,3,1,2,1,0,0,0,0
streiju01w,1,0,IND,27,121,424,25,46,71,44,16,23,32,67,117,46,35,27,6,2,6,1
streiju01w,2,0,IND,27,246,707,45,94,139,52,37,19,52,81,207,99,57,48,9,0,26,2
streiju01w,6,0,IND,38,204,782,47,72,119,37,34,12,42,86,201,88,33,25,6,3,24,0
strotan01w,7,0,PHO,8,16,39,2,3,5,2,1,2,0,3,14,6,0,0,10,4,0,0
strotan01w,8,0,IND,15,35,84,6,6,12,5,1,0,2,6,38,13,2,2,18,7,0,0
strotan01w,9,0,ATL,21,39,160,5,8,13,7,5,3,3,17,34,12,12,8,19,7,0,0
summela01w,6,0,CON,13,10,45,5,5,10,3,2,0,4,11,9,3,5,4,0,0,0,0
summela01w,7,0,CON,35,85,366,12,25,37,19,3,2,20,38,76,33,27,16,15,3,3,0
sun-mju01w,4,0,SEA,17,30,118,1,9,10,1,5,0,5,13,32,13,4,4,7,0,0,0
suttota01w,2,0,CHA,37,256,769,61,94,155,15,22,50,48,109,193,97,86,62,0,0,29,1
suttota01w,3,0,CHA,34,397,941,80,123,203,15,30,37,56,131,257,136,180,125,0,0,31,3
suttota01w,4,0,CHA,36,290,896,74,133,207,15,19,53,61,137,240,100,131,90,0,0,34,2
suttota01w,5,0,CHA,34,325,970,63,148,211,15,31,71,71,111,224,106,162,113,0,0,34,1
suttota01w,6,0,CHA,34,318,887,64,115,179,14,30,37,69,138,218,111,141,96,0,0,33,5
suttota01w,7,0,CHA,30,335,800,70,106,176,20,26,55,71,105,242,118,155,99,0,0,30,2
suttota01w,8,0,IND,40,451,983,73,139,212,34,36,59,93,130,350,164,176,123,0,0,39,1
suttota01w,9,0,IND,36,433,1049,69,155,224,18,21,61,75,125,320,155,174,123,1,0,36,2
suttota01w,10,0,IND,37,409,991,59,155,214,28,24,54,79,106,310,151,147,107,0,0,35,2
swanike01w,9,0,CON,25,41,231,5,24,29,26,14,1,20,17,47,13,10,8,30,7,6,0
swanike01w,10,0,PHO,42,113,479,9,53,62,67,17,3,53,44,115,41,18,16,44,15,0,0
swoopsh01w,1,0,HOU,37,756,1310,49,180,229,138,104,33,94,78,571,286,174,142,108,42,37,0
swoopsh01w,3,0,HOU,35,665,1281,40,140,180,124,100,25,95,57,572,246,179,147,89,26,35,0
swoopsh01w,4,0,HOU,34,540,1194,34,128,162,134,81,28,78,56,480,195,140,125,89,25,33,0
swoopsh01w,5,0,HOU,31,459,1070,38,115,153,91,47,16,59,56,429,181,90,77,65,20,31,0
swoopsh01w,6,0,HOU,38,706,1414,35,112,147,160,73,28,87,71,573,252,201,170,89,32,38,0
swoopsh01w,7,0,HOU,33,504,1173,34,154,188,118,66,11,76,48,454,187,135,104,96,26,33,0
swoopsh01w,8,0,HOU,3,23,106,3,14,17,11,5,1,9,3,25,9,4,4,7,1,3,0
swoopsh01w,9,0,SEA,32,231,778,29,107,136,63,49,9,36,51,217,83,68,49,73,16,27,0
tateso01w,1,0,MIN,8,27,94,6,7,13,5,3,0,7,13,22,10,2,1,11,6,0,0
tauradi01w,5,0,PHO,34,578,1130,28,121,149,132,43,25,90,117,503,209,129,98,188,62,34,4
tauradi01w,6,0,PHO,33,527,1089,22,116,138,150,38,28,112,111,427,175,151,121,179,56,33,2
tauradi01w,7,0,PHO,34,860,1152,25,97,122,139,42,27,79,100,660,298,183,143,305,121,34,2
tauradi01w,8,0,PHO,41,792,1324,24,150,174,164,58,41,102,137,595,270,153,125,341,127,41,2
tauradi01w,9,0,PHO,34,820,1083,26,146,172,121,46,46,83,125,579,258,247,215,247,89,34,2
tauradi01w,10,0,PHO,42,876,1338,27,216,243,151,44,57,115,136,616,282,226,202,279,110,42,2
tayloli01w,5,0,PHO,5,3,26,0,3,3,2,1,1,1,7,5,1,0,0,3,1,0,0
taylope01w,2,0,CLE,35,251,620,38,83,121,47,41,12,43,50,250,94,50,39,84,24,0,0
taylope01w,3,0,CLE,30,391,908,51,107,158,68,37,11,58,66,320,133,102,87,111,38,26,0
taylope01w,4,0,CLE,37,443,997,45,116,161,83,44,11,66,63,376,159,107,88,109,37,36,0
taylope01w,5,0,PHO,33,434,1076,51,109,160,82,52,14,81,108,310,150,108,93,96,41,33,1
taylope01w,6,0,PHO,29,382,852,38,82,120,94,38,11,77,86,261,121,118,102,94,38,29,2
taylope01w,7,0,PHO,20,277,536,32,81,113,51,29,9,29,57,220,98,66,57,65,24,8,1
taylope01w,8,0,PHO,43,779,1321,97,188,285,132,67,32,102,153,509,250,266,237,110,42,43,2
taylope01w,10,0,PHO,25,310,548,22,50,72,69,22,4,43,55,201,99,99,87,56,25,1,0
teaslni01w,3,0,LAS,38,253,1066,20,77,97,187,34,10,90,85,208,81,59,46,122,45,38,2
teaslni01w,4,0,LAS,43,462,1501,41,174,215,285,51,15,135,91,355,134,132,114,210,80,43,0
teaslni01w,5,0,LAS,37,355,1193,30,89,119,223,45,8,117,99,297,113,72,56,180,73,37,0
teaslni01w,6,0,LAS,21,163,612,8,50,58,84,26,4,50,42,156,52,35,28,105,31,20,0
teaslni01w,7,0,WAS,36,384,1042,14,85,99,191,45,11,84,86,339,125,99,82,160,52,36,1
teaslni01w,8,0,WAS,33,172,746,19,54,73,109,23,6,62,80,152,51,45,42,85,28,33,0
teaslni01w,10,1,ATL,10,39,234,2,15,17,35,9,1,12,28,30,12,10,8,17,7,10,0
teaslni01w,10,2,DET,16,66,305,1,14,15,33,7,5,25,32,57,23,8,6,40,14,12,0
teilaza01w,7,0,WAS,18,29,109,11,16,27,1,3,3,4,18,27,14,2,1,0,0,0,0
terryka01w,7,0,IND,10,23,53,4,10,14,0,0,3,8,14,19,11,5,1,0,0,0,0
terryka01w,8,0,IND,9,9,54,5,9,14,1,2,3,11,18,12,3,4,3,0,0,0,1
terryka01w,9,2,ATL,20,92,275,27,37,64,10,10,11,37,52,76,36,33,20,0,0,8,0
terryka01w,9,1,IND,2,2,24,1,4,5,2,0,0,6,3,5,1,0,0,0,0,0,0
thomaca01w,8,0,CHI,17,43,122,11,17,28,3,1,4,7,22,38,15,14,13,1,0,0,0
thomach01w,5,0,LAS,34,189,647,54,89,143,25,19,15,29,94,165,78,41,28,12,5,11,0
thomach01w,6,0,LAS,34,130,558,29,77,106,19,11,21,27,109,100,51,33,23,13,5,0,1
thomach01w,7,0,LAS,32,194,646,44,115,159,30,23,20,43,93,155,77,52,34,23,6,1,1
thomach01w,8,0,LAS,34,287,640,66,113,179,18,22,9,46,119,237,114,70,53,17,6,19,2
thomach01w,9,0,LAS,20,29,159,10,30,40,6,2,8,8,33,34,12,8,4,6,1,0,0
thomach01w,10,0,MIN,11,3,66,5,10,15,3,3,5,6,15,21,1,2,1,7,0,0,0
thomala01w,4,0,CLE,35,386,952,69,118,187,41,29,17,48,73,328,151,107,84,8,0,28,1
thomala01w,5,0,SAS,31,440,964,48,90,138,42,25,11,56,99,350,171,113,95,8,3,30,1
thomala01w,6,0,SAS,21,185,505,18,50,68,22,7,8,33,42,161,69,49,44,7,3,12,0
thomala01w,7,0,SAS,19,157,369,27,55,82,22,14,7,27,49,124,56,59,45,0,0,0,1
thomala01w,8,0,LAS,27,208,487,27,34,61,32,9,7,29,63,174,77,46,38,38,16,7,0
thomala01w,9,1,DET,7,8,40,2,3,5,1,1,1,2,3,15,4,0,0,2,0,0,0
thomala01w,9,2,MIN,13,47,147,8,17,25,3,2,0,18,16,38,19,9,4,7,5,0,0
thomast01w,1,0,POR,32,163,863,48,78,126,101,54,15,68,93,163,58,74,44,12,3,31,1
thomast01w,2,0,POR,32,59,413,31,39,70,41,30,10,40,57,60,22,35,15,7,0,1,0
thomast01w,3,0,POR,32,143,621,34,60,94,67,42,12,36,62,148,51,61,31,39,10,6,0
thomast01w,4,2,DET,15,15,95,5,14,19,5,10,1,7,11,17,5,11,4,5,1,0,0
thomast01w,4,1,PHO,19,46,187,10,17,27,10,11,8,10,14,46,15,16,10,22,6,1,0
thomast01w,5,0,DET,4,3,8,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,0
thomast01w,6,1,DET,17,12,133,10,10,20,8,8,3,3,15,12,2,20,8,1,0,0,0
thomast01w,6,2,MIN,1,0,3,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0
thompal01w,1,0,IND,31,310,792,48,109,157,41,24,4,53,85,255,131,42,30,40,18,26,4
thompal01w,2,0,IND,22,186,381,21,42,63,25,9,7,22,24,174,76,23,17,43,17,7,0
thompal01w,3,0,IND,19,99,316,12,30,42,14,7,2,18,20,110,40,17,12,29,7,2,0
thompal01w,5,0,SEA,31,91,265,14,25,39,15,8,1,14,15,87,39,5,4,28,9,2,0
thompal01w,6,0,SEA,31,85,339,10,38,48,14,4,4,18,17,85,33,16,12,23,7,1,0
thompti01w,1,0,HOU,38,616,1320,85,208,293,58,52,30,94,107,469,216,141,120,155,64,38,0
thompti01w,2,0,HOU,32,608,1170,88,157,245,65,30,22,97,79,548,210,168,141,155,47,32,0
thompti01w,3,0,HOU,32,528,1180,76,165,241,66,31,23,94,88,452,192,123,100,120,44,32,0
thompti01w,4,0,HOU,31,517,1080,42,137,179,52,20,29,75,74,472,194,111,87,127,42,31,0
thompti01w,5,0,HOU,26,520,943,44,113,157,48,22,23,70,68,448,180,147,116,108,44,26,0
thompti01w,6,0,HOU,20,221,607,27,58,85,28,14,10,41,47,207,90,35,26,50,15,20,0
thompti01w,7,0,HOU,23,419,759,34,89,123,50,22,14,57,60,325,147,101,83,101,42,23,0
thompti01w,8,0,HOU,34,639,1234,65,164,229,94,29,23,112,62,495,208,205,171,130,52,34,0
thompti01w,9,0,HOU,30,542,1074,48,160,208,64,33,20,112,74,456,188,128,110,139,56,29,0
thompti01w,10,0,LAS,40,532,1400,62,179,241,95,31,28,109,87,469,180,122,108,167,64,40,0
thorbsh01w,7,0,MIN,22,16,141,4,14,18,19,4,2,14,11,27,5,8,5,8,1,0,0
thorbsh01w,8,0,SEA,2,2,8,0,1,1,0,0,0,2,0,2,1,0,0,0,0,0,0
thorner01w,4,0,NYL,23,44,181,3,8,11,16,4,1,13,8,42,13,10,10,33,8,0,0
thorner01w,5,0,NYL,19,37,159,0,8,8,8,4,1,9,5,46,13,2,1,32,10,1,0
thorner01w,6,0,NYL,23,58,213,4,10,14,13,4,0,7,13,56,22,4,4,29,10,0,0
thorner01w,7,0,NYL,27,166,378,9,29,38,33,6,1,21,22,132,55,31,28,65,28,1,0
thorner01w,8,0,NYL,32,294,957,18,78,96,79,27,1,51,41,256,109,34,25,131,51,32,0
thorner01w,9,0,NYL,38,125,442,2,20,22,42,8,2,25,23,118,43,18,16,78,23,5,0
thorner01w,10,0,CHI,34,211,577,13,40,53,53,20,0,31,32,170,72,33,30,92,37,0,0
threaro01w,1,0,SEA,20,155,377,10,22,32,18,13,3,30,36,157,60,35,23,37,12,7,1
tilliic01w,5,0,DET,34,85,305,13,27,40,14,9,8,24,26,75,36,12,7,18,6,1,0
tilliic01w,7,0,NYL,25,86,256,21,34,55,11,10,4,22,46,89,32,22,16,29,6,0,2
tilliic01w,8,2,DET,8,4,26,2,5,7,1,0,0,7,3,6,2,0,0,2,0,1,0
tilliic01w,8,1,LAS,3,0,8,0,1,1,0,0,0,4,3,2,0,0,0,0,0,0,0
timmsmi01w,1,0,PHO,8,30,176,2,14,16,18,15,2,18,22,30,11,4,4,17,4,8,0
timmsmi01w,2,0,PHO,21,98,408,11,34,45,87,21,2,42,42,110,38,10,8,46,14,18,0
tolivkr01w,10,0,CHI,27,205,386,6,31,37,51,10,3,44,33,159,72,23,21,90,40,0,0
torniel01w,1,0,DET,32,330,869,41,69,110,82,29,13,68,73,241,122,93,85,8,1,32,0
torniel01w,2,0,DET,32,307,777,28,49,77,56,19,14,59,59,249,111,71,63,49,22,32,0
torrele01w,2,0,MIA,4,2,11,0,2,2,0,0,0,3,0,0,0,2,2,0,0,0,0
traviti01w,1,0,CHA,32,173,574,24,57,81,26,31,4,32,74,158,70,28,21,25,12,12,0
tremich01w,1,0,IND,25,50,318,6,25,31,51,10,1,30,30,51,18,16,10,9,4,3,0
turneba01w,7,0,SEA,37,223,675,28,66,94,53,14,8,47,57,168,74,77,64,43,11,9,0
turneba01w,8,0,HOU,22,92,263,9,33,42,20,8,4,21,25,72,29,41,27,30,7,2,0
turneba01w,9,0,CON,37,289,720,26,92,118,53,12,15,43,68,214,85,91,71,132,48,6,0
turneba01w,10,0,CON,7,28,144,4,11,15,14,5,0,4,12,39,8,10,8,25,4,0,0
tuvicsl01w,2,0,PHO,30,54,325,18,45,63,17,16,17,28,49,42,13,59,28,0,0,0,0
tuvicsl01w,3,0,PHO,26,86,320,11,52,63,11,9,9,31,53,77,30,32,25,6,1,1,0
tuvicsl01w,4,0,PHO,17,127,365,31,36,67,12,10,15,32,61,116,45,46,37,4,0,14,2
tuvicsl01w,5,0,PHO,33,91,691,25,98,123,32,25,37,41,115,99,37,24,17,1,0,26,2
udokamf01w,4,0,HOU,26,81,257,22,30,52,4,4,2,23,40,64,32,25,17,1,0,3,0
udokamf01w,5,0,LAS,3,1,19,2,1,3,0,0,0,1,5,2,0,4,1,0,0,0,0
ujhelpe01w,4,0,DET,14,4,68,3,9,12,3,0,1,10,8,8,2,3,0,0,0,0,0
umoh-it01w,4,0,HOU,3,0,6,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
valdeam01w,1,0,HOU,25,66,187,4,21,25,13,9,4,13,21,65,22,10,10,32,12,0,0
vangomi01w,1,0,POR,28,69,199,16,26,42,5,3,4,30,37,50,25,35,19,0,0,1,0
vangomi01w,2,0,MIN,22,41,243,15,19,34,12,3,6,18,36,40,15,20,11,1,0,8,0
vangomi01w,3,0,MIN,22,100,352,29,35,64,14,6,11,20,53,90,41,22,16,7,2,13,2
vangomi01w,4,0,MIN,34,184,559,32,76,108,20,11,23,60,98,169,72,60,40,1,0,1,2
vangomi01w,5,0,MIN,8,22,66,6,7,13,1,0,1,7,8,19,9,8,4,1,0,0,0
vaughki01w,10,0,NYL,34,163,396,35,53,88,8,6,3,32,57,148,73,34,17,2,0,1,0
vaughkr01w,9,0,WAS,15,12,78,4,11,15,0,2,2,10,6,19,3,10,6,2,0,0,0
vealkr01w,2,0,PHO,29,116,658,14,46,60,125,33,4,82,58,125,35,42,32,50,14,14,0
vealkr01w,3,0,PHO,23,71,361,6,21,27,41,14,2,42,41,79,24,13,10,47,13,10,0
vilipda01w,7,0,LAS,2,0,12,0,2,2,0,0,1,1,2,2,0,0,0,0,0,0,0
vodicka01w,1,0,SEA,23,200,489,28,69,97,22,13,12,57,63,171,68,78,60,20,4,19,0
vodicka01w,2,0,SEA,29,150,405,25,46,71,23,16,7,34,56,122,51,44,38,25,10,4,0
vodicka01w,3,0,SEA,34,320,878,63,123,186,50,38,18,57,99,261,121,78,64,40,14,32,1
vodicka01w,4,0,SEA,28,284,709,55,88,143,31,20,21,53,101,213,101,101,82,5,0,27,4
vodicka01w,5,0,SEA,42,322,1077,78,120,198,61,39,19,86,126,288,113,126,95,2,1,42,5
vodicka01w,6,0,PHO,28,305,821,60,136,196,63,28,22,58,86,257,127,72,48,7,3,25,2
vodicka01w,7,0,PHO,28,272,736,46,141,187,41,28,19,53,89,250,111,65,50,7,0,27,2
vodopna01w,6,0,SEA,18,25,101,3,17,20,10,3,2,8,9,23,8,12,8,5,1,0,0
walkeas01w,10,0,SEA,14,23,91,6,17,23,4,2,2,8,20,28,7,10,8,6,1,0,0
walkeay01w,3,0,DET,32,162,548,56,62,118,17,12,34,29,56,167,63,49,34,9,2,0,0
walkeay01w,4,0,DET,38,61,295,37,40,77,10,14,12,20,33,75,25,24,11,0,0,1,0
walkeay01w,5,0,DET,20,18,152,10,16,26,7,1,4,6,14,28,8,6,2,0,0,1,0
walkeay01w,6,2,CHA,9,12,92,4,14,18,6,2,2,3,11,16,4,8,4,0,0,0,0
walkeay01w,6,1,DET,12,59,241,16,31,47,13,6,10,16,15,52,25,12,9,0,0,11,0
walkeay01w,7,0,CHA,25,46,181,11,20,31,3,10,10,4,31,37,17,21,12,0,0,0,0
walkeay01w,8,0,DET,7,13,52,1,10,11,2,1,2,6,10,10,5,6,3,0,0,1,1
walkede01w,1,0,POR,30,92,311,29,18,47,19,17,7,35,69,88,35,47,22,2,0,1,1
walkede01w,2,0,POR,21,113,297,29,29,58,10,7,12,35,51,100,44,40,23,3,2,0,0
walkede01w,3,0,POR,31,339,848,55,99,154,51,26,33,90,97,287,139,95,59,12,2,29,0
walkede01w,4,0,SAC,40,366,910,75,101,176,57,26,26,90,112,297,135,163,94,15,2,27,0
walkede01w,5,0,SAC,40,355,1057,83,80,163,100,32,21,104,121,321,141,120,73,10,0,40,1
walkede01w,6,0,SAC,28,372,763,54,81,135,69,31,13,86,85,286,151,105,69,1,1,19,1
walkede01w,7,0,SAC,32,308,658,77,52,129,55,21,12,56,77,274,120,107,68,0,0,17,1
walkede01w,8,0,SAC,5,44,105,17,8,25,6,3,3,15,11,42,17,14,10,0,0,5,0
walkede01w,9,0,SAC,10,31,99,8,12,20,2,7,0,16,18,27,13,7,5,0,0,0,0
walkede01w,10,0,SAC,34,291,821,54,103,157,65,27,16,92,112,250,119,73,53,1,0,30,1
walkema01w,9,0,HOU,2,0,11,5,2,7,1,0,1,4,3,4,0,2,0,0,0,0,0
walsema01w,2,0,SAC,4,4,8,2,0,2,0,0,0,2,2,2,1,2,2,0,0,0,0
walsema01w,3,0,WAS,19,13,111,7,14,21,8,2,1,10,9,27,6,2,0,7,1,0,0
washico01w,1,0,HOU,31,57,328,7,23,30,30,21,1,27,23,42,15,26,21,22,6,0,0
washico01w,2,0,HOU,34,176,1087,22,105,127,127,71,9,59,68,194,66,22,14,91,30,34,1
washico01w,3,1,HOU,21,44,349,7,34,41,31,13,0,20,38,50,17,2,2,21,8,15,1
washico01w,3,2,IND,14,105,435,8,31,39,62,26,2,30,32,97,35,21,15,47,20,11,0
washico01w,4,0,IND,20,63,348,2,27,29,48,14,2,30,32,67,19,13,11,48,14,10,0
washito01w,1,0,WAS,20,26,107,6,8,14,5,2,0,5,5,29,8,6,4,14,6,0,0
washito01w,2,0,WAS,30,101,336,19,24,43,10,4,2,14,5,114,41,11,9,29,10,2,0
washito01w,3,0,WAS,29,93,343,28,13,41,17,6,2,17,10,100,35,18,15,23,8,0,0
washito01w,4,2,SEA,11,33,121,7,4,11,5,4,0,5,8,33,13,5,5,8,2,0,0
washito01w,4,1,WAS,13,20,101,5,5,10,3,1,0,5,4,30,7,2,2,12,4,0,0
wautean01w,1,0,CLE,38,227,705,52,95,147,42,24,27,71,82,176,91,64,45,4,0,0,0
wautean01w,2,0,CLE,27,268,708,41,83,124,37,19,16,54,65,172,100,84,68,2,0,17,0
wautean01w,3,0,CLE,28,314,802,45,95,140,39,16,21,59,74,217,120,87,74,1,0,25,0
wautean01w,5,0,NYL,13,82,271,10,30,40,21,4,8,21,28,66,29,29,23,3,1,4,0
wautean01w,6,0,NYL,28,383,879,47,137,184,41,18,23,71,91,279,151,105,79,2,2,28,1
